"id","tableId","customerName","customerPhone","customerEmail","partySize","startTime","endTime","durationMinutes","status","priority","source","createdAt","updatedAt"
"res-1761421861443-231","table-30","Sandra Vega Vega","+54-11-9090-1212","sandravegavega@gmail.com","5","2025-10-18T19:00:00.000-03:00","2025-10-18T20:15:00.000-03:00","75","CONFIRMED","LARGE_GROUP","app","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861443-233","table-9","Cristina Romero Fuentes","+54-11-3333-4444","cristinaromerofuentes@gmail.com","2","2025-10-22T12:00:00.000-03:00","2025-10-22T15:18:00.000-03:00","198","CONFIRMED","STANDARD","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861443-234","table-7","Adrián Cabrera Vargas","+54-11-7890-1234","adriáncabreravargas@hotmail.com","4","2025-10-22T10:00:00.000-03:00","2025-10-22T12:59:00.000-03:00","179","NO_SHOW","STANDARD","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861444-236","table-3","Pablo Delgado Molina","+54-11-8901-2345","pablodelgadomolina@live.com","3","2025-10-21T12:00:00.000-03:00","2025-10-21T15:09:00.000-03:00","189","NO_SHOW","VIP","walkin","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861444-237","table-30","Patricia Navarro Martín","+54-11-5656-7878","patricianavarromartín@live.com","4","2025-10-21T11:00:00.000-03:00","2025-10-21T13:13:00.000-03:00","133","FINISHED","VIP","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861444-238","table-14","Sandra Vega Morales","+54-11-9012-3456","sandravegamorales@yahoo.com","6","2025-10-21T19:00:00.000-03:00","2025-10-21T20:04:00.000-03:00","64","FINISHED","VIP","walkin","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861444-239","table-13","Mónica Flores Jiménez","+54-11-7777-8888","mónicafloresjiménez@gmail.com","4","2025-10-20T21:30:00.000-03:00","2025-10-21T00:43:00.000-03:00","193","PENDING","LARGE_GROUP","walkin","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861444-241","table-16","Carmen Pérez Guerrero","+54-11-5555-6666","carmenpérezguerrero@gmail.com","3","2025-10-19T21:30:00.000-03:00","2025-10-20T00:13:00.000-03:00","163","CANCELLED","VIP","app","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861444-242","table-30","María Rodríguez Romero","+54-11-9012-3456","maríarodríguezromero@hotmail.com","5","2025-10-18T14:30:00.000-03:00","2025-10-18T17:24:00.000-03:00","174","NO_SHOW","STANDARD","web","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861444-245","table-7","Pablo Delgado López","+54-11-9999-0000","pablodelgadolópez@hotmail.com","5","2025-10-18T14:30:00.000-03:00","2025-10-18T16:06:00.000-03:00","96","SEATED","STANDARD","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861444-247","table-17","Hugo Aguilar Pérez","+54-11-8901-2345","hugoaguilarpérez@hotmail.com","5","2025-10-22T15:00:00.000-03:00","2025-10-22T16:22:00.000-03:00","82","PENDING","LARGE_GROUP","walkin","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861444-249","table-5","Isabel Díaz Flores","+54-11-0123-4567","isabeldíazflores@live.com","4","2025-10-21T19:30:00.000-03:00","2025-10-21T21:59:00.000-03:00","149","CONFIRMED","STANDARD","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861444-252","table-11","Mónica Flores Martínez","+54-11-0123-4567","mónicafloresmartínez@gmail.com","4","2025-10-19T11:30:00.000-03:00","2025-10-19T13:04:00.000-03:00","94","PENDING","STANDARD","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861445-253","table-4","Laura Sánchez Campos","+54-11-2345-6789","laurasánchezcampos@yahoo.com","6","2025-10-20T11:00:00.000-03:00","2025-10-20T12:01:00.000-03:00","61","PENDING","VIP","web","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861445-255","table-8","José Martínez Vega","+54-11-1111-2222","josémartínezvega@yahoo.com","6","2025-10-20T10:30:00.000-03:00","2025-10-20T12:22:00.000-03:00","112","FINISHED","LARGE_GROUP","app","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861445-257","table-1","Laura Sánchez López","+54-11-3456-7890","laurasánchezlópez@hotmail.com","7","2025-10-19T21:30:00.000-03:00","2025-10-20T00:26:00.000-03:00","176","NO_SHOW","VIP","web","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861445-258","table-15","Lucía Morales Herrera","+54-11-5678-9012","lucíamoralesherrera@live.com","6","2025-10-22T12:30:00.000-03:00","2025-10-22T15:12:00.000-03:00","162","PENDING","STANDARD","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
